PV
180
0
0
0
0
0
0
0
0
0
0
27
1822
5439
8841
11387
13009
13862
13924
13299
11908
8438
3423
1316
183
0
0
0
0
0
0
0
0
0
0
15
658
5312
8708
11188
12761
13654
13857
13229
11891
8453
3469
1320
180
0
0
0
0
0
0
0
0
0
0
23
2053
4032
7909
11191
12786
13298
13737
12898
11634
8263
3545
1365
228
0
0
0
0
0
0
0
0
0
0
35
1125
5126
8514
11058
12678
13513
13648
13053
11579
8307
3454
1419
261
0
0
0
0
0
0
0
0
0
0
36
1245
5348
6513
4744
5512
5337
4711
5214
4126
5591
1703
298
3
0
0
0
0
0
0
0
0
0
0
86
591
1698
4995
8480
9129
7380
7769
8899
3505
2678
3201
1446
318
0
0
0
0
0
0
0
0
0
0
32
1669
5271
8646
11304
13048
13859
13853
13211
11778
8436
3459
1365
165
0
0
0
0
0
0
0
0
0
0
18
1613
5112
8468
11063
12720
13488
13665
10397
10365
8507
3194
1001
212
0
1
0
0
0
0
0
0
0
0
34
1239
4076
6038
11493
11948
8166
6534
7697
6358
3001
2338
795
1
0
0
0
0
0
0
0
0
0
0
0
786
2221
5025
9316
3993
5363
4938
8014
4887
3867
2913
850
25
0
0
0
0
0
0
0
0
0
0
0
0
265
281
942
1315
2749
1480
1506
1390
1266
1005
557
116
0
0
0
0
0
0
0
0
0
0
9
1864
4263
3606
7650
12198
9045
9073
8875
7421
4879
2771
1221
306
0
0
0
0
0
0
0
0
0
0
40
969
2332
7757
10649
12864
13783
13971
13353
11976
6848
3790
1288
149
0
0
0
0
0
0
0
0
0
0
11
1482
5129
8572
11219
12831
13718
13888
13171
11753
8366
3289
1118
130
0
0
0
0
0
0
0
0
0
0
1
722
4711
8647
11203
12767
13572
13677
13248
11706
8119
3123
1068
123
0
0
0
0
0
0
0
0
0
0
4
1463
5058
8428
10977
12556
13295
13230
12675
11373
7696
2779
980
115
0
0
0
0
0
0
0
0
0
0
14
1393
4834
8307
10848
12498
13075
13018
12416
11158
7593
2877
1163
140
0
0
0
0
0
0
0
0
0
0
75
1288
4866
8325
10973
12744
13544
13703
13091
11662
8142
3052
1113
410
0
0
0
0
0
0
0
0
0
0
4
1422
4899
8202
10871
12569
13580
13698
12899
11374
7859
2980
1065
159
0
0
0
0
0
0
0
0
0
0
16
1392
4876
8250
10841
12504
13449
13602
13043
11548
7877
2869
993
108
0
0
0
0
0
0
0
0
0
0
2
1278
4809
8026
10672
12473
13363
13397
12790
11377
7737
2711
926
93
0
0
0
0
0
0
0
0
0
0
1
1303
4709
8017
10611
12228
13003
13033
12443
11130
7484
2618
909
97
0
0
0
0
0
0
0
0
0
0
6
1251
4533
7921
10499
12068
12873
12977
12406
11031
7306
2564
866
75
0
0
0
0
0
0
0
0
0
0
3
1269
4574
7924
10498
12157
13066
13117
12533
11144
7476
284
253
689
0
0
0
0
0
0
0
0
0
0
6
1252
4573
7858
10446
12097
12991
13143
12508
11155
7144
2633
1049
99
0
0
0
0
0
0
0
0
0
0
3
1258
4631
8042
10663
12334
13237
13312
12635
8484
7392
2535
804
63
0
0
0
0
0
0
0
0
0
0
4
1237
4601
7949
10644
12313
13213
13349
12774
11201
7389
2474
804
64
0
0
0
0
0
0
0
0
0
0
5
1214
4468
7841
10513
12171
13114
13273
12639
10848
7345
2480
816
77
0
0
0
0
0
0
0
0
0
0
0
138
852
1799
5711
13323
13157
13288
12858
10311
7372
2375
767
59
0
0
0
0
0
0
0
0
0
0
0
1180
4539
7979
10585
12167
12988
13132
12625
10985
7139
2336
820
94
0
0
0
0
0
0
0
0
0
0
0
1110
4285
7504
10237
12091
12918
13146
12473
10844
7010
2304
806
16
0
0
0
0
0
0
0
0
0
0
0
1225
2545
6209
10563
12215
13263
13282
12548
10918
7191
2228
696
42
0
0
0
0
0
0
0
0
0
0
0
1112
4615
8115
10830
12493
13278
13448
12889
11270
7257
2126
626
33
0
0
0
0
0
0
0
0
0
0
0
1164
4542
8044
10775
12433
13178
13464
12903
11308
7141
1973
558
18
0
0
0
0
0
0
0
0
0
0
0
1020
4440
7797
10500
12413
13353
13374
12690
11076
6882
1875
539
18
0
0
0
0
0
0
0
0
0
0
0
1042
4299
7817
10544
12220
12984
13148
12550
10971
6802
1852
550
1
0
0
0
0
0
0
0
0
0
0
0
1184
4306
7934
10587
12159
12956
13197
12544
10928
6768
1719
482
11
0
0
0
0
0
0
0
0
0
0
0
882
4152
7873
10675
12409
13433
13620
12952
11290
7021
1621
271
11
0
0
0
0
0
0
0
0
0
0
0
1039
3050
6490
10673
12406
13393
13444
12754
10966
6745
1684
434
8
0
0
0
0
0
0
0
0
0
0
0
1031
4098
7782
10563
12226
13053
13084
12529
10859
6547
1578
396
1
0
0
0
0
0
0
0
0
0
0
0
959
3904
7589
10283
11974
12834
12873
12218
10592
6418
1556
378
3
0
0
0
0
0
0
0
0
0
0
0
936
3900
7693
10431
12156
13106
13134
12499
10827
6445
1513
351
3
0
0
0
0
0
0
0
0
0
0
0
931
3792
7589
10331
11957
12799
12908
12248
10690
6467
1545
366
3
0
0
0
0
0
0
0
0
0
0
0
943
3828
7541
10269
11974
12793
12794
12165
10454
6040
1428
333
1
0
0
0
0
0
0
0
0
0
0
0
801
3549
7250
9857
11631
12478
12560
11888
10168
5831
1486
511
3
0
0
0
0
0
0
0
0
0
0
0
779
3590
7304
9983
11860
12794
12752
11435
9920
5940
1424
370
0
0
0
0
0
0
0
0
0
0
0
0
853
3680
7487
10228
11889
12754
12875
12152
10418
5951
1215
210
0
0
0
0
0
0
0
0
0
0
0
0
234
1292
4392
8859
7847
11869
11237
10287
8011
6015
2671
475
0
0
0
0
0
0
0
0
0
0
0
0
783
3437
7240
9878
11720
12562
12605
11882
10206
5528
1092
175
0
0
0
0
0
0
0
0
0
0
0
0
774
3521
7406
10143
11751
12598
12610
11882
10135
5509
956
133
0
0
0
0
0
0
0
0
0
0
0
0
753
3453
7380
10093
11760
12637
12788
11952
10119
5524
640
178
0
0
0
0
0
0
0
0
0
0
0
0
712
3288
7129
9432
11616
12414
12508
11813
10075
5336
852
108
0
0
0
0
0
0
0
0
0
0
0
0
724
3319
7384
10137
11785
12507
12755
12007
10111
5321
805
91
0
0
0
0
0
0
0
0
0
0
0
0
655
3305
7415
10190
12081
13057
13063
12218
10430
5789
841
433
3
0
0
0
0
0
0
0
0
0
0
0
109
996
3304
8535
12403
13114
13377
11248
9930
6052
763
248
0
0
0
0
0
0
